customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,tenure_group,avg_monthly_spend
2193-sfwqw,male,0,yes,yes,72,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),111.95,8033.1,no,48+,110.04246575342466
5656-jamlx,male,0,no,no,62,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.85,1253.65,no,48+,19.899206349206352
3462-bjqqa,female,0,no,no,6,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,89.75,552.65,no,0-6,78.95
0442-tdyuo,male,0,yes,no,48,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,20.05,1036.0,no,24-48,21.142857142857142
6733-lrizx,male,0,no,no,35,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,electronic check,108.95,4025.5,no,24-48,111.81944444444444
9503-xjume,male,0,no,yes,52,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.65,928.4,no,48+,17.516981132075472
4367-nhwmm,female,0,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,24.9,24.9,no,0-6,12.45
3727-rjmeo,male,0,yes,no,6,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,82.85,460.25,yes,0-6,65.75
3779-oswcf,female,0,yes,no,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),93.2,6506.15,no,48+,90.36319444444445
6736-dhuqi,female,0,yes,yes,67,yes,no,fiber optic,yes,yes,yes,no,no,no,one year,no,bank transfer (automatic),84.8,5598.3,no,48+,82.32794117647059
3915-odiyg,male,1,no,no,60,yes,yes,dsl,yes,yes,no,no,no,yes,one year,yes,electronic check,71.75,4374.55,no,48+,71.71393442622951
1360-rcyrt,male,0,yes,yes,23,no,no phone service,dsl,no,no,no,yes,no,no,month-to-month,yes,bank transfer (automatic),30.35,678.75,no,12-24,28.28125
2724-fjdyw,male,0,no,yes,39,no,no phone service,dsl,no,no,yes,yes,yes,yes,one year,no,bank transfer (automatic),54.85,2191.7,no,24-48,54.7925
4451-rwasj,male,0,yes,yes,15,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,19.5,239.75,no,12-24,14.984375
6646-vrfol,male,1,yes,no,53,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,103.85,5485.5,yes,48+,101.58333333333333
3460-tjbwi,male,0,yes,yes,24,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,24.2,609.05,no,12-24,24.362
5917-hbsdw,female,0,yes,yes,37,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,19.35,683.75,no,24-48,17.99342105263158
5685-iixly,female,0,yes,yes,5,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,83.6,404.2,yes,0-6,67.36666666666666
5671-uunxd,female,1,yes,no,50,yes,yes,fiber optic,no,no,no,yes,yes,yes,one year,yes,electronic check,100.65,5189.75,no,48+,101.75980392156863
0956-acvzc,female,0,no,no,54,yes,no,fiber optic,no,no,yes,no,yes,yes,one year,yes,credit card (automatic),94.1,5060.9,no,48+,92.01636363636364
2325-nbpzg,female,0,no,no,3,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,74.55,233.65,no,0-6,58.4125
4250-zbwlv,male,0,no,no,68,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,no,electronic check,108.45,7176.55,yes,48+,104.00797101449275
4482-ftffx,male,0,no,no,5,yes,no,dsl,no,no,yes,yes,no,no,month-to-month,no,electronic check,56.15,291.45,no,0-6,48.574999999999996
8859-dztgq,male,0,no,no,33,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.35,689.75,no,24-48,20.28676470588235
0440-mogpm,female,0,no,no,41,yes,yes,dsl,no,yes,yes,no,yes,yes,one year,yes,electronic check,80.55,3263.9,no,24-48,77.71190476190476
0020-jdnxp,female,0,yes,yes,34,no,no phone service,dsl,yes,no,yes,yes,yes,yes,one year,no,mailed check,61.25,1993.2,no,24-48,56.94857142857143
3752-cqsji,female,0,yes,yes,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.45,254.5,no,12-24,18.178571428571427
5025-gooki,female,0,no,no,20,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),18.9,347.65,no,12-24,16.554761904761904
4698-kvllg,female,1,no,no,51,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.6,967.9,no,48+,18.61346153846154
5095-aeskg,female,0,yes,no,3,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,credit card (automatic),91.5,242.95,yes,0-6,60.7375
2887-jpylu,female,0,no,yes,41,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),45.2,1841.9,no,24-48,43.85476190476191
4770-qazxn,female,0,no,no,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),19.45,232.1,no,12-24,16.57857142857143
4896-cprpf,male,0,yes,yes,35,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),25.45,809.25,no,24-48,22.479166666666668
1871-mowrm,male,0,yes,no,12,yes,no,fiber optic,yes,no,no,yes,no,no,month-to-month,no,bank transfer (automatic),80.85,866.45,yes,6-12,66.65
9714-edsuc,male,0,no,no,4,yes,no,fiber optic,yes,yes,no,yes,no,yes,month-to-month,yes,mailed check,94.9,360.55,no,0-6,72.11
2027-oaqqc,female,0,no,no,43,no,no phone service,dsl,no,no,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),49.05,2076.2,yes,24-48,47.18636363636363
0282-nvsjs,female,1,yes,yes,12,no,no phone service,dsl,no,no,no,yes,no,no,month-to-month,yes,mailed check,29.3,355.9,no,6-12,27.376923076923074
9090-sgqxl,male,1,yes,no,68,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,105.3,7299.65,yes,48+,105.79202898550724
6595-ygxit,male,1,no,no,25,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,88.95,2291.2,yes,24-48,88.12307692307692
7353-yowfp,female,0,no,no,7,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.25,129.15,no,6-12,16.14375
9835-ziitk,male,1,yes,no,66,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,electronic check,110.85,7491.75,yes,48+,111.81716417910448
8008-esflk,female,0,yes,no,53,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,one year,no,electronic check,110.5,5835.5,no,48+,108.06481481481481
7537-cbquz,male,1,no,no,63,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),109.4,7031.45,no,48+,109.86640625
1555-djeqw,female,0,yes,yes,70,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),114.2,7723.9,yes,48+,108.78732394366196
5649-tjhov,male,1,yes,no,27,no,no phone service,dsl,no,no,no,no,no,yes,month-to-month,no,bank transfer (automatic),36.5,1032.0,yes,24-48,36.857142857142854
0519-xuzju,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,70.75,70.75,yes,0-6,35.375
3363-ewlgo,female,0,no,no,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.95,109.6,no,0-6,18.266666666666666
4750-ukwjk,female,1,yes,no,37,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.6,727.8,no,24-48,19.152631578947368
6338-avwcy,male,0,no,no,3,no,no phone service,dsl,no,no,yes,no,yes,no,month-to-month,yes,mailed check,40.15,130.75,yes,0-6,32.6875
1689-yqbyy,female,0,no,yes,12,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,76.6,893.0,no,6-12,68.6923076923077
4487-zyjzk,female,0,yes,yes,38,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.6,763.1,no,24-48,19.566666666666666
2959-fenlu,female,0,no,no,9,yes,no,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,credit card (automatic),85.3,781.4,no,6-12,78.14
0708-lgsmf,male,0,yes,no,13,yes,yes,dsl,yes,no,no,no,no,yes,month-to-month,yes,electronic check,65.85,902.25,no,12-24,64.44642857142857
9253-qxkbe,male,1,yes,no,29,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.45,2653.65,yes,24-48,88.455
7634-hlqjr,female,0,yes,yes,47,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.05,1016.7,no,24-48,21.181250000000002
0487-rpvum,male,0,yes,no,61,yes,yes,fiber optic,yes,no,yes,yes,yes,no,month-to-month,no,bank transfer (automatic),99.4,5943.65,no,48+,95.86532258064516
4079-ulgfr,male,0,no,no,16,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.0,275.7,no,12-24,16.21764705882353
2516-xsjkx,female,0,yes,yes,41,yes,no,dsl,yes,yes,no,yes,yes,yes,two year,no,electronic check,78.45,3126.45,no,24-48,74.43928571428572
0057-qbuqh,female,0,no,yes,43,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,electronic check,25.1,1070.15,no,24-48,24.32159090909091
9445-szlch,female,0,yes,yes,36,yes,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,bank transfer (automatic),97.35,3457.9,yes,24-48,93.45675675675676
6599-sfqve,female,0,no,no,6,yes,no,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic check,55.0,340.4,no,0-6,48.628571428571426
8331-zxfoe,female,0,no,no,58,yes,yes,dsl,yes,yes,yes,yes,no,no,one year,yes,credit card (automatic),71.1,4299.2,no,48+,72.86779661016949
4003-fushp,male,0,no,no,19,yes,no,dsl,no,no,no,yes,yes,no,month-to-month,yes,credit card (automatic),61.55,1093.2,no,12-24,54.660000000000004
0356-erhvt,male,0,yes,no,11,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),45.9,521.9,no,6-12,43.49166666666667
7325-enzfi,female,0,no,no,39,no,no phone service,dsl,yes,yes,no,yes,no,no,one year,yes,bank transfer (automatic),40.3,1630.4,no,24-48,40.760000000000005
4884-zthvf,female,1,no,no,8,yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,87.1,713.6,no,6-12,79.28888888888889
3920-hihmq,female,0,no,yes,26,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,49.5,1265.65,no,24-48,46.87592592592593
3055-oymse,female,1,no,no,53,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,credit card (automatic),73.8,4003.85,no,48+,74.14537037037037
0613-wuxum,female,0,yes,yes,70,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.2,1401.4,no,48+,19.738028169014086
7568-podml,male,0,no,no,1,no,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,yes,mailed check,45.3,45.3,yes,0-6,22.65
4458-kvrbj,male,0,no,no,59,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,25.0,1510.5,no,48+,25.175
5349-iecld,male,0,no,no,2,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,no,electronic check,94.95,178.1,yes,0-6,59.36666666666667
1397-xkkwr,male,0,no,no,7,no,no phone service,dsl,yes,no,yes,no,no,no,one year,no,mailed check,35.3,264.8,no,6-12,33.1
3945-gfwql,female,0,no,yes,12,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,44.55,480.6,yes,6-12,36.96923076923077
8097-omulg,male,0,yes,yes,59,yes,no,dsl,no,yes,yes,yes,yes,yes,one year,no,credit card (automatic),76.75,4541.9,no,48+,75.69833333333332
6013-bhcaw,male,0,yes,yes,61,yes,yes,dsl,no,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),81.0,4976.15,no,48+,80.26048387096773
0401-wdbxm,male,0,yes,yes,72,yes,yes,fiber optic,yes,no,yes,no,yes,yes,two year,yes,bank transfer (automatic),105.55,7542.25,no,48+,103.31849315068493
3387-plkui,female,0,yes,yes,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,18.8,251.25,no,12-24,17.946428571428573
6096-egvtu,female,0,yes,yes,64,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,24.9,1595.5,no,48+,24.546153846153846
3797-vtidr,male,0,yes,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,23.45,23.45,yes,0-6,11.725
5081-nwsup,female,0,no,no,10,yes,no,dsl,no,yes,no,yes,no,yes,one year,no,mailed check,64.9,685.55,no,6-12,62.32272727272727
2580-atzsq,female,0,yes,yes,65,yes,no,dsl,yes,yes,yes,no,no,no,one year,no,bank transfer (automatic),61.35,3874.1,no,48+,58.698484848484846
8085-msnlk,female,0,yes,no,62,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,mailed check,113.95,6891.4,no,48+,109.38730158730158
9691-hkovs,female,0,yes,no,55,yes,yes,dsl,yes,yes,yes,yes,yes,yes,one year,yes,electronic check,90.15,4916.95,no,48+,87.80267857142857
9881-vczep,female,0,yes,no,25,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,54.1,1373.0,no,24-48,52.80769230769231
9526-bihhd,male,0,no,no,1,no,no phone service,dsl,yes,no,no,no,no,no,month-to-month,no,mailed check,29.7,29.7,yes,0-6,14.85
8757-tfhhj,male,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,credit card (automatic),49.8,49.8,no,0-6,24.9
4523-wxcef,female,0,yes,no,59,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,no,electronic check,101.1,6039.9,yes,48+,100.66499999999999
1468-defnc,male,1,yes,yes,64,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),24.4,1548.65,no,48+,23.825384615384618
5119-kepfy,male,0,yes,no,36,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),95.0,3440.25,no,24-48,92.97972972972973
8364-trmmk,female,0,no,no,3,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,50.65,151.3,yes,0-6,37.825
0916-knfaj,male,0,yes,no,61,yes,yes,dsl,yes,no,yes,no,no,yes,two year,yes,mailed check,69.9,4226.7,no,48+,68.17258064516129
8319-qbehw,male,0,no,yes,26,no,no phone service,dsl,no,yes,no,no,yes,no,one year,yes,bank transfer (automatic),39.95,1023.75,no,24-48,37.916666666666664
3063-qfszl,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic check,55.4,55.4,yes,0-6,27.7
8775-lhdjh,female,1,yes,no,1,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,90.6,90.6,yes,0-6,45.3
9625-qnlux,male,0,yes,yes,68,yes,no,fiber optic,yes,yes,yes,no,yes,yes,two year,yes,credit card (automatic),103.25,7074.4,no,48+,102.52753623188406
3097-nqysn,male,1,yes,no,2,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,mailed check,86.85,156.35,yes,0-6,52.11666666666667
4024-csnby,female,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,no,no,two year,yes,bank transfer (automatic),94.25,6849.75,no,48+,93.83219178082192
7110-bdtwg,female,0,yes,no,71,no,no phone service,dsl,no,no,yes,yes,no,yes,two year,yes,electronic check,47.05,3263.6,no,48+,45.327777777777776
7493-gvfio,male,0,no,no,57,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.55,1252.85,no,48+,21.600862068965515
0690-srqid,male,0,no,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.65,67.55,no,0-6,13.51
9605-wgjvw,female,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.2,70.2,no,0-6,35.1
9114-dpsia,male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,no,credit card (automatic),81.0,5750.0,no,48+,78.76712328767124
4700-ubqmv,male,0,yes,yes,21,yes,yes,dsl,yes,no,no,no,yes,yes,one year,yes,bank transfer (automatic),75.9,1549.75,no,12-24,70.44318181818181
7711-gqbzc,female,0,yes,yes,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),24.7,1810.55,no,48+,25.146527777777777
3565-unocc,female,1,yes,no,29,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),99.05,2952.85,yes,24-48,98.42833333333333
4627-mihjh,female,1,no,no,69,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,no,credit card (automatic),110.25,7467.55,no,48+,106.67928571428571
9795-nrexc,female,0,yes,no,64,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),85.0,5484.4,no,48+,84.3753846153846
8573-cgocc,male,0,no,no,16,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),19.75,294.9,no,12-24,17.34705882352941
7356-aynjp,female,0,no,no,4,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,23.9,97.5,no,0-6,19.5
9249-fxsck,female,0,no,no,52,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,one year,yes,credit card (automatic),111.25,5916.45,yes,48+,111.6311320754717
5493-sdrdq,male,0,no,no,2,yes,no,dsl,yes,no,yes,no,no,no,month-to-month,yes,mailed check,55.1,113.35,yes,0-6,37.78333333333333
6286-suuwt,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.95,19.95,no,0-6,9.975
